Company Name,Lead Partner,Primary Investor Type,Primary Industry Sector
Aria (Financial Software),Laurent Ritter,Angel (individual),Information Technology
Aria (Financial Software),Mark Ransford,Angel (individual),Information Technology
Albert (Paris),Laurent Delaporte,Angel (individual),Information Technology
enCaps,Christophe Carniel,Angel (individual),Business Products and Services (B2B)
enCaps,Pierre Ortolan,Angel (individual),Business Products and Services (B2B)
enCaps,Regis Bonnesee,Angel (individual),Business Products and Services (B2B)
Hectarea,Albert d'Anthoüard,Angel (individual),Financial Services
Hectarea,Alexis Angot,Angel (individual),Financial Services
Hectarea,Antoine Jeanjean,Angel (individual),Financial Services
Hectarea,Cedric Bouygues,Angel (individual),Financial Services
Hectarea,Clement Le Fournis,Angel (individual),Financial Services
Hectarea,Fabian Langlet,Angel (individual),Financial Services
Hectarea,Frederic Chleffer,Angel (individual),Financial Services
Hectarea,Geoffroy Vincent,Angel (individual),Financial Services
Hectarea,Guillaume Rigallaud,Angel (individual),Financial Services
Hectarea,Jean-Sebastien Beaucamps,Angel (individual),Financial Services
Hectarea,Leo Lemordant,Angel (individual),Financial Services
Hectarea,Michael David,Angel (individual),Financial Services
Hectarea,Pierre Maillard,Angel (individual),Financial Services
Hectarea,Pierre Yves Dargaud,Angel (individual),Financial Services
Hectarea,Pierre Zevaco,Angel (individual),Financial Services
Hectarea,Pierre-Lou Dominjon,Angel (individual),Financial Services
Hectarea,Samuel Nahon,Angel (individual),Financial Services
Hectarea,Thomas Didier,Angel (individual),Financial Services
Hectarea,Thomas Givry,Angel (individual),Financial Services
Stilla Technologies,Philippe Peltier,Venture Capital,Healthcare
INVYO,Frédéric Caron,Venture Capital,Information Technology
Tilak Healthcare,Yann Fleureau,Angel (individual),Healthcare
Orus,Albert Fandos,Angel (individual),Financial Services
Orus,Bruno Raillard,Venture Capital,Financial Services
Orus,Grégoire Rastoul,Angel (individual),Financial Services
Orus,Itxaso del Palacio,Venture Capital,Financial Services
Orus,Alison Imbert,Venture Capital,Financial Services
Orus,Hélène Falchier,Venture Capital,Financial Services
Orus,Thierry Daucourt,Angel (individual),Financial Services
French Bloom,Béatrice Cointreau,Angel (individual),Consumer Products and Services (B2C)
French Bloom,Florian Dubreuil,Angel (individual),Consumer Products and Services (B2C)
French Bloom,Frederic Biousse,Angel (individual),Consumer Products and Services (B2C)
French Bloom,Jean Moueix,Angel (individual),Consumer Products and Services (B2C)
French Bloom,Marguerite Dassault,Angel (individual),Consumer Products and Services (B2C)
HarfangLab,Ryan Collins,Venture Capital,Information Technology
AcuSurgical,Pierre-Emmanuel Struyven,Venture Capital,Healthcare
Mecaware,Stéphane Simoncini,Venture Capital,Business Products and Services (B2B)
Mecaware,Pierre-Antoine Cognard,Venture Capital,Business Products and Services (B2B)
Nano Corp.,Assaf Shamia,Venture Capital,Information Technology
Scnd,Alexander Meyer,Venture Capital,Information Technology
Scnd,Boris Golden,Venture Capital,Information Technology
SkyVisor,Aileen Lee,Angel (individual),Information Technology
SkyVisor,Jason Johnson,Angel (individual),Information Technology
Easyshipping,Matthieu Rabeisen,Venture Capital,Business Products and Services (B2B)
GEEV,Pierre-Yves Meerschman,Venture Capital,Consumer Products and Services (B2C)
Aledia,Donald Tappan,Venture Capital,Information Technology
OceanWings,Christian Lim,Venture Capital,Business Products and Services (B2B)
Sim&Cure,Samantha Jérusalmy,Venture Capital,Healthcare
La Taloche,Christophe Courtin,Angel (individual),Consumer Products and Services (B2C)
La Taloche,Cyril Fougères,Angel (individual),Consumer Products and Services (B2C)
La Taloche,Gabriel-James Safar,Angel (individual),Consumer Products and Services (B2C)
La Taloche,Gilles Bourcy,Angel (individual),Consumer Products and Services (B2C)
La Taloche,Laurent Kretz,Angel (individual),Consumer Products and Services (B2C)
La Taloche,Philippe Mangematin,Angel (individual),Consumer Products and Services (B2C)
La Taloche,Vincent Macé,Angel (individual),Consumer Products and Services (B2C)
Epoca (Elder and Disabled Care),Andreas Gall,Venture Capital,Healthcare
UpSlide (Multimedia and Design Software),André François-Poncet,Venture Capital,Information Technology
Via Sana,Sacha Bostoni,Angel (individual),Healthcare
Resolve Stroke,Emily Meads,Venture Capital,Healthcare
Ynstant,Olivier Baert,Angel (individual),Consumer Products and Services (B2C)
Verkor,Rania Belkahia,Venture Capital,Business Products and Services (B2B)
Toopi Organics,Marie-Anne Dupin-Vermersch,Venture Capital,Materials and Resources
UPMEM,Svetoslava Georgivea,Venture Capital,Information Technology
UPMEM,Reza Malekzadeh,Venture Capital,Information Technology
Beev,Thomas Bajas,Venture Capital,Consumer Products and Services (B2C)
Beev,Benjamin Zerbib,Venture Capital,Consumer Products and Services (B2C)
Feels,Adrien Miniatti,Angel (individual),Information Technology
Feels,Alexandre Yazdi,Angel (individual),Information Technology
Feels,Blaise Matuidi,Angel (individual),Information Technology
Feels,Eric Besson,Angel (individual),Information Technology
Predisurge,Francesca Mongardi,Venture Capital,Healthcare
Green Corp (Automotive),Amaury Mulliez,Venture Capital,Consumer Products and Services (B2C)
SpotLight (Other Commercial Products),Abdullah Al-Shaksy,Venture Capital,Business Products and Services (B2B)
Corteria Pharmaceuticals,Aidan King,Venture Capital,Healthcare
Corteria Pharmaceuticals,Luís Pareras,Venture Capital,Healthcare
Corteria Pharmaceuticals,Peter Neubeck,Venture Capital,Healthcare
Corteria Pharmaceuticals,Ward Capoen,Venture Capital,Healthcare
kheoos,Thibaud Le Séguillon,Venture Capital,Information Technology
Julaya,Edouard Mendy,Angel (individual),Information Technology
Julaya,Mohamed Dibi,Angel (individual),Information Technology
Aviwell,Florian Denis,Venture Capital,Business Products and Services (B2B)
Flagcat,Irwan Bello,Angel (individual),Consumer Products and Services (B2C)
Flagcat,Vincent Nallatamby,Angel (individual),Consumer Products and Services (B2C)
SpikImm,Antoine Pau,Venture Capital,Healthcare
Gradient Denervation Technologies,Sylvain Sachot,Venture Capital,Healthcare
Gradient Denervation Technologies,Manohar Iyer,Venture Capital,Healthcare
Gradient Denervation Technologies,Evan Castiglia,Venture Capital,Healthcare
Dioxycle,Clea Kolster,Venture Capital,Energy
BuyCo,Clémentine Breysse,Venture Capital,Information Technology
Mob-Energy,Thierry Fahmy,Angel (individual),Energy
Niryo,Alban Nenert,Venture Capital,Information Technology
EG 427,David Lamond,Angel (individual),Healthcare
73 Strings,Joshua Lloyd-Lyons,Venture Capital,Information Technology
Japet,Duncan Turner,Venture Capital,Healthcare
Bioceanor,Gentiane Gorlier,Venture Capital,Information Technology
DataGalaxy,Baris Aksoy,Venture Capital,Information Technology
GenSensor,Alexandre Boulay,Venture Capital,Healthcare
GenSensor,Valérie Allain-Dupre,Venture Capital,Healthcare
Paltech,Pascal Ansart,Venture Capital,Healthcare
Juno (Business /Productivity Software),Benjamin Gauchenot,Angel (individual),Information Technology
Juno (Business /Productivity Software),Renan Devillieres,Venture Capital,Information Technology
Akur8,Mark Chess,Venture Capital,Information Technology
Djust,Xavier Lazarus,Venture Capital,Information Technology
Djust,Philip Chopin,Venture Capital,Information Technology
Guided Energy,Santosh Sankar,Venture Capital,Business Products and Services (B2B)
Guided Energy,Michael Rolle,Angel (individual),Business Products and Services (B2B)
Guided Energy,Nico Rosberg,Angel (individual),Business Products and Services (B2B)
Bloom Lasers,Guillaume Lerouge,Angel (individual),Business Products and Services (B2B)
Bloom Lasers,Alain Rousset,Venture Capital,Business Products and Services (B2B)
Dealt,Andréa Bensaid,Angel (individual),Business Products and Services (B2B)
Dealt,Chantal Baudron,Angel (individual),Business Products and Services (B2B)
Dealt,Christophe Verley,Angel (individual),Business Products and Services (B2B)
Dealt,Gary Anssens,Angel (individual),Business Products and Services (B2B)
Dealt,Ilan Benhaim,Angel (individual),Business Products and Services (B2B)
Dealt,Jérémy Pouyer,Angel (individual),Business Products and Services (B2B)
Dealt,Matthieu Pihery,Angel (individual),Business Products and Services (B2B)
Dealt,Nicolas Paepegay,Angel (individual),Business Products and Services (B2B)
Dealt,Patricia Tranvouëz,Angel (individual),Business Products and Services (B2B)
Dealt,Pierre-Noel Luiggi,Angel (individual),Business Products and Services (B2B)
Dealt,Rachel Marouani,Angel (individual),Business Products and Services (B2B)
Dealt,Richard Courtois,Angel (individual),Business Products and Services (B2B)
Dealt,Thierry Lernon,Angel (individual),Business Products and Services (B2B)
Dealt,Vincent Nida,Angel (individual),Business Products and Services (B2B)
Sonio (Paris),Alain Decombe,Angel (individual),Healthcare
Sonio (Paris),Dominique Gaillard,Angel (individual),Healthcare
Sonio (Paris),Yann Fleureau,Angel (individual),Healthcare
Carthera,Diana Saraceni,Venture Capital,Healthcare
Carthera,Celia Hart,Venture Capital,Healthcare
Vestalis,Olivier Bronner,Venture Capital,Consumer Products and Services (B2C)
Optimiz Construction,Alexandre Brochot,Angel (individual),Information Technology
Optimiz Construction,Jérôme Manuguerra,Angel (individual),Information Technology
Optimiz Construction,Nicolas Mondollot,Angel (individual),Information Technology
Optimiz Construction,Alice Groth,Venture Capital,Information Technology
Perlib,Arnaud de Louvent,Angel (individual),Financial Services
Perlib,Geoffroy Bragadir,Angel (individual),Financial Services
Kernel (Human Capital Services),Salim Hassad,Venture Capital,Business Products and Services (B2B)
Million Victories,Pierre Planche,Venture Capital,Information Technology
FEVE,Thierry Fahmy,Angel (individual),Consumer Products and Services (B2C)
FEVE,Thierry Petit,Angel (individual),Consumer Products and Services (B2C)
Astran (Network Management Software),Tatiana Jama,Venture Capital,Information Technology
Kareg,Charles-Antoine Morand,Venture Capital,Financial Services
Jay & Joy,Bertrand Altmayer,Angel (individual),Consumer Products and Services (B2C)
Jay & Joy,Cédric Meston,Angel (individual),Consumer Products and Services (B2C)
Jay & Joy,Charles-César d'Amat,Angel (individual),Consumer Products and Services (B2C)
Jay & Joy,Guillaume Dubois,Angel (individual),Consumer Products and Services (B2C)
Jay & Joy,Jean-Baptiste Rudelle,Angel (individual),Consumer Products and Services (B2C)
Jay & Joy,Pierre-Emmanuel Bercegeay,Angel (individual),Consumer Products and Services (B2C)
BeFC,Marine Glon,Venture Capital,Energy
ExtraStudent,Adrien Montfort,Angel (individual),Information Technology
ExtraStudent,Benjamin Griveaux,Angel (individual),Information Technology
ExtraStudent,Carlo Purassanta,Angel (individual),Information Technology
ExtraStudent,Michaël Benabou,Angel (individual),Information Technology
ExtraStudent,Pascal Chevalier,Angel (individual),Information Technology
Pigment (Business/Productivity Software),Julien Codorniou,Venture Capital,Information Technology
Pigment (Business/Productivity Software),Seth Pierrepont,Venture Capital,Information Technology
Pigment (Business/Productivity Software),Ajay Vashee,Venture Capital,Information Technology
Cleyrop,Bernardus Verwaayen,Venture Capital,Information Technology
Charlie,Christian Nicolis,Angel (individual),Information Technology
Charlie,Jérémy Coudrais,Angel (individual),Information Technology
Charlie,Jonathan Stauber,Angel (individual),Information Technology
Charlie,Joseph Graceffa,Angel (individual),Information Technology
Gleamer,Christian Lautner,Venture Capital,Healthcare
Gleamer,Remi Spagnol,Venture Capital,Healthcare
Gleamer,Guillaume Meulle,Venture Capital,Healthcare
Riverse,Andreas Wiele,Angel (individual),Business Products and Services (B2B)
Riverse,Eric Berger,Angel (individual),Business Products and Services (B2B)
Riverse,Stephan Rohr,Angel (individual),Business Products and Services (B2B)
Riverse,Tobias Lechtenfeld,Angel (individual),Business Products and Services (B2B)
Expressive,Pierre Andurand,Angel (individual),Consumer Products and Services (B2C)
VeriQloud,Olivier Tonneau,Venture Capital,Information Technology
TISSIUM,Antoine Papiernik,Venture Capital,Healthcare
Omie (Food Products),Cyril Bertrand,Venture Capital,Consumer Products and Services (B2C)
Moon Surgical,Hongjie Hu,Venture Capital,Healthcare
Moon Surgical,Frederic Moll,Angel (individual),Healthcare
Moon Surgical,Alan Au,Venture Capital,Healthcare
Moon Surgical,Joshua Makower,Angel (individual),Healthcare
Moon Surgical,Richard Leparmentier,Angel (individual),Healthcare
Moon Surgical,Sacha Loiseau,Angel (individual),Healthcare
Moon Surgical,Antoine Papiernik,Venture Capital,Healthcare
Moon Surgical,Yann Fleureau,Angel (individual),Healthcare
Smartrenting,Rodrigo Schulz,Angel (individual),Consumer Products and Services (B2C)
Iziwork,William Vermont,Angel (individual),Business Products and Services (B2B)
VizioSense,Carlo Posing,Angel (individual),Information Technology
VizioSense,Dennis Brenndörfer,Angel (individual),Information Technology
VizioSense,Lionel Pelamourgues,Angel (individual),Information Technology
VizioSense,Michael Turner,Venture Capital,Information Technology
Worldia,Guillaume Dhee,Venture Capital,Consumer Products and Services (B2C)
Worldia,Antoine Boulin,Venture Capital,Consumer Products and Services (B2C)
Aptimiz,Charles-Henry Choel,Venture Capital,Information Technology
FoodoMarket,Rodolphe Menegaux,Venture Capital,Business Products and Services (B2B)
Edflex,Jean-Stephane Arcis,Angel (individual),Information Technology
Hupso,Axel Manoukian,Angel (individual),Information Technology
Hupso,Dimitri Farber,Angel (individual),Information Technology
Hupso,Hugo Manoukian,Angel (individual),Information Technology
Hupso,Marie Geneste,Angel (individual),Information Technology
Hupso,Patrick Asdaghi,Angel (individual),Information Technology
Hupso,Romain Libeau,Angel (individual),Information Technology
Hupso,Romain Rafard,Angel (individual),Information Technology
Kimialys,Tristan Garde,Venture Capital,Healthcare
Ciliatech,Bernard Chauvin,Angel (individual),Healthcare
Sinay,Nathalie Chemtob,Venture Capital,Information Technology
Sinay,Sandrine Petitjean,Venture Capital,Information Technology
Sinay,Isabelle de Cremoux,Venture Capital,Information Technology
